time,step-size,{fmu1}.Steering_control.delta_f,{fmu1}.Steering_control.speed,{fmu2}.vehicle.delta_f,{fmu2}.vehicle.theta,{fmu2}.vehicle.w_o,{fmu2}.vehicle.x,{fmu2}.vehicle.y
52.10000000000047,0.1,0.025965911990539103,1.0,0.04609994217466273,1.0138716938197967,51.70083333330281,14.011968705052597,2.3634448970851443
52.20000000000047,0.1,-0.01573323208441746,1.0,0.038178452587849035,1.0146837037090508,51.80083333330258,14.026908690674714,2.388304418137584
52.30000000000047,0.1,-0.01742604949145499,1.0,0.01698693409374053,1.015209625058242,51.900833333302344,14.041965226396222,2.4130911971416964
52.400000000000475,0.1,-0.018747224918333253,1.0,0.0034473357665814994,1.0154023869139737,52.00083333330211,14.057168467678066,2.43778679840198
52.500000000000476,0.1,-0.06472047788139579,1.0,-0.005284875606215585,1.0153815260106924,52.10083333330188,14.072469356515366,2.4624217923645486
52.60000000000048,0.1,-0.06648711495489734,1.0,-0.028647726000288566,1.0150452720971754,52.200833333301645,14.08792149359727,2.486962887432369
52.70000000000048,0.1,-0.0678652097296778,1.0,-0.04353547247612684,1.0143421145794542,52.30083333330141,14.103557692938525,2.5113894730691975
52.80000000000048,0.1,-0.10927956630635492,1.0,-0.0531077815953378,1.013404358192476,52.40083333330118,14.119323391853642,2.5357350610799156
52.90000000000048,0.1,-0.11085345034737724,1.0,-0.07518872410429621,1.012156223006232,52.500833333300946,14.135260023452382,2.5599733109952516
53.00000000000048,0.1,-0.11206255234278893,1.0,-0.08922090490320451,1.0105617080200462,52.60083333330071,14.151392480247113,2.5840878264327958
53.100000000000485,0.1,-0.15489355908314573,1.0,-0.09820778172111215,1.0087464301842963,52.70083333330048,14.167668763314973,2.6081102270881398
53.200000000000486,0.1,-0.15637062820806324,1.0,-0.12049024854458663,1.0066242095179396,52.80083333330025,14.184134570114303,2.632010727200908
53.30000000000049,0.1,-0.1575083214070745,1.0,-0.13460733128689353,1.0041528778784619,52.900833333300014,14.200817281093713,2.6557705193800665
53.40000000000049,0.1,-0.20894242864575416,1.0,-0.1436175937232062,1.0014597583289602,53.00083333329978,14.217664057284697,2.6794215723736974
53.50000000000049,0.1,-0.2105405809158777,1.0,-0.16929491645556874,0.9984254707317483,53.10083333329955,14.234735802150631,2.7029232622493113
53.60000000000049,0.1,-0.21177929530361306,1.0,-0.18552301306679797,0.9949892773115928,53.200833333299315,14.252069018289292,2.726249604169558
53.70000000000049,0.1,-0.25146866363066334,1.0,-0.19585342901833586,0.9912984034312482,53.30083333329908,14.269602524299389,2.7494375853928825
53.800000000000495,0.1,-0.2527050256546488,1.0,-0.2177162580090019,0.9872922728740028,53.40083333329885,14.287369573534672,2.7724629748515905
53.900000000000496,0.1,-0.25363047251447846,1.0,-0.23148264042239192,0.982944461032898,53.500833333298615,14.305389176109788,2.795310117085955
54.0000000000005,0.1,-0.30173889704441026,1.0,-0.24019666554451835,0.9783810967227663,53.60083333329838,14.323608840620253,2.818010809502763
54.1000000000005,0.1,-0.30299393460784196,1.0,-0.26438733074402754,0.973494217192271,53.70083333329815,14.342082396550431,2.840525805616623
54.2000000000005,0.1,-0.3039520945091605,1.0,-0.2795772113480359,0.9682296902028651,53.800833333297916,14.360841351474997,2.862829524449114
54.3000000000005,0.1,-0.30452306364839676,1.0,-0.28916749625052746,0.9627275704887459,53.90083333329768,14.379827495790927,2.8849576178842633
54.4000000000005,0.1,-0.34744899721860956,1.0,-0.2952091526323766,0.9570755767379232,54.00083333329745,14.399004235836742,2.906932224077877
